Port_ID,ROI,PnL,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions,score,rank
3865845304835489536,0.0006160781317239724,-2.1100000600000195,-0.0008091543412315117,-0.006653709881227011,0.43023255813953487,37,86,5.772315370548293,129.0
3733192481840423936,0.001485099590797453,2724.1848198,0.1493639603753046,-0.042102443233027795,0.3995943204868154,197,493,579.4155136926885,87.0
3976088733682659585,0.0010937096167358573,387.53999992999996,0.07328920209616524,-0.006653709881227011,0.4180327868852459,51,122,86.21601058900734,118.5
3953764659057081857,0.0010533951479493628,348.53999992999996,0.0707962511907367,-0.006653709881227011,0.42452830188679247,45,106,77.31615348743266,123.5
3943533600390906881,0.0012175575565843229,828.10776992,0.10851753218187998,-0.006653709881227011,0.4230769230769231,99,234,182.3371394362316,106.0
3907081197088384000,0.0014752551269414148,3742.68731972,0.1572444607425406,-0.04933657397658827,0.4353932584269663,310,712,799.7226145278121,32.0
3886752488982104320,0.0004844371300433874,-168.74000006000003,-0.05585744184421588,-0.006653709881227011,0.4098360655737705,25,61,-29.416760264409216,141.0
4031673021422897664,0.0012606569391182814,828.10776992,0.11044705487235265,-0.006653709881227011,0.43805309734513276,99,226,181.93903157807304,109.0
4037717032428033792,0.0019366672965665168,2022.83776992,0.18979948656789714,-0.006653709881227011,0.44224422442244227,134,303,426.5014563791913,99.0
3975392755164484097,0.000618760636434216,-3.0480800600000197,-0.0010752533930205503,-0.006653709881227011,0.43373493975903615,36,83,5.384996925400828,131.5
3949214983441029120,0.0013347967517414626,1278.22776992,0.13689585822876743,-0.006653709881227011,0.4163265306122449,102,245,273.06616351003356,105.0
3935808725185052672,0.0011602832455806487,387.53999992999996,0.075494003633268,-0.006653709881227011,0.4434782608695652,51,115,85.86900941143897,120.0
4040382575336130560,0.0014752551269414148,3742.68731972,0.1572444607425406,-0.04933657397658827,0.4353932584269663,310,712,799.7226145278121,32.0
3999240873283311617,0.0012387324706118765,828.10776992,0.10946963459987429,-0.006653709881227011,0.43043478260869567,99,230,182.1380698776512,108.0
3880920727367689984,0.0012519159660121816,769.36776992,0.10369478459648024,-0.006653709881227011,0.4375,98,224,170.03962406608872,110.0
3956048468100538880,0.001435016023635586,2810.3373198,0.14804335560422016,-0.04933657397658827,0.3984526112185687,206,517,598.2970722102427,83.0
4038768306117031680,0.0009724209722302709,406.45559992999995,0.06891618896246877,-0.006653709881227011,0.38,57,150,91.69442844996318,117.0
3826087012661391104,0.0014752551269414148,3742.68731972,0.1572444607425406,-0.04933657397658827,0.4353932584269663,310,712,799.7226145278121,32.0
3937714876784951296,0.0018861508816555047,2077.91776987,0.18849062186174018,-0.006653709881227011,0.45652173913043476,147,322,439.11861224443805,95.0
3993222640082269952,0.0017263064475955923,2720.33231983,0.20442586966608225,-0.009258760712956615,0.4393939393939394,174,396,572.6534855473047,88.0
3910983669796782848,0.000562624327670634,-68.11000006000002,-0.018133182233816932,-0.006653709881227011,0.4111111111111111,37,90,-7.233072270493878,135.0
3952087967771302912,0.0010103662761500765,445.07999993,0.07628331182998903,-0.006653709881227011,0.38513513513513514,57,148,99.32130297711097,112.5
4037511388357114368,0.0016634007003812714,3119.77231978,0.21504949993926079,-0.009258760712956615,0.42058165548098436,188,447,655.7917164538186,74.0
4023616625178799873,0.0014752551269414148,3742.68731972,0.1572444607425406,-0.04933657397658827,0.4353932584269663,310,712,799.7226145278121,32.0
3975304792994095360,0.0005155369172493314,-97.19000006000002,-0.029122220153860474,-0.006653709881227011,0.3918918918918919,29,74,-14.25320141748189,136.0
4017263283405469185,0.0014517875632172874,2764.59731981,0.1475353687212522,-0.04933657397658827,0.3920792079207921,198,505,588.1483366288443,86.0
3818233536529843712,0.0014752551269414148,3742.68731972,0.1572444607425406,-0.04933657397658827,0.4353932584269663,310,712,799.7226145278121,32.0
4039129759104249600,0.0019083563881555335,2076.2177698699998,0.18955466210334385,-0.006653709881227011,0.4591194968553459,146,318,438.52908926936004,96.0
3911997667197443328,0.0013912341996925252,1436.5177699199999,0.14960242122964706,-0.006653709881227011,0.41568627450980394,106,255,305.426652084513,103.0
4008804082027254529,0.0009027300361645139,282.88999993999994,0.05906872586812013,-0.006653709881227011,0.40594059405940597,41,101,63.73191908056303,126.0
3988187872032603905,0.0011159269318672487,445.07999993,0.0801907911355386,-0.006653709881227011,0.4253731343283582,57,134,98.62612938502255,115.0
4000222729738650369,0.0018520993203698986,2083.03776987,0.1865700414697903,-0.009258760712956615,0.45121951219512196,148,328,440.4922121055201,94.0
3998659472131949824,0.0005403066727105164,-36.43000006000002,-0.010713439417790668,-0.006653709881227011,0.38961038961038963,30,77,-1.897742857611736,133.0
4028701921959171840,0.0005145260231564807,-154.81400006,-0.05170118814873411,-0.006653709881227011,0.4166666666666667,25,60,-26.680039935782204,139.0
4014818740371615232,0.0017390024576653628,2427.51776987,0.1973967536566116,-0.009258760712956615,0.43089430894308944,159,369,511.98832230825974,92.0
3768170840939476993,0.0006791174380519216,31.19624993999998,0.0074279939256518875,-0.006653709881227011,0.3979591836734694,39,98,13.131998070616332,127.0
